wavelength,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10
965,8.52E-05,6.95E-04,2.91E-05,1.24E-05,0,0,0,1.58E-06,2.98E-06,3.76E-06
967.5,1.06E-04,7.00E-04,1.57E-05,1.16E-05,0,0,0,1.17E-06,2.69E-06,3.27E-06
970,1.26E-04,7.05E-04,2.40E-06,1.07E-05,0,0,0,7.56E-07,2.40E-06,2.79E-06
972.5,1.10E-04,6.94E-04,4.67E-06,1.63E-05,0,0,0,3.28E-06,1.91E-06,2.63E-06
975,9.46E-05,6.83E-04,6.94E-06,2.20E-05,0,0,0,5.81E-06,1.43E-06,2.46E-06
977.5,7.89E-05,6.72E-04,9.22E-06,2.76E-05,0,0,0,8.33E-06,9.45E-07,2.30E-06
980,6.32E-05,6.60E-04,1.15E-05,3.33E-05,0,0,0,1.09E-05,4.60E-07,2.14E-06
982.5,5.30E-05,5.09E-04,1.64E-05,2.50E-05,0,0,0,1.06E-05,4.56E-07,3.03E-06
985,4.28E-05,3.57E-04,2.14E-05,1.66E-05,0,0,0,1.03E-05,4.53E-07,3.92E-06
987.5,3.25E-05,2.06E-04,2.63E-05,8.33E-06,0,0,0,1.01E-05,4.50E-07,4.82E-06
990,2.23E-05,5.41E-05,3.12E-05,1.00E-08,0,0,0,9.84E-06,4.46E-07,5.71E-06
992.5,2.69E-05,4.17E-05,3.22E-05,8.44E-06,0,0,0,1.18E-05,1.15E-06,4.55E-06
995,3.15E-05,2.93E-05,3.31E-05,1.69E-05,0,0,0,1.37E-05,1.85E-06,3.40E-06
997.5,3.61E-05,1.69E-05,3.40E-05,2.53E-05,0,0,0,1.57E-05,2.56E-06,2.24E-06
1000,4.07E-05,4.52E-06,3.49E-05,3.37E-05,0,0,0,1.76E-05,3.26E-06,1.08E-06
1002.5,4.27E-05,3.39E-06,3.29E-05,2.60E-05,0,0,0,1.57E-05,3.30E-06,1.10E-06
1005,4.46E-05,2.27E-06,3.08E-05,1.82E-05,0,0,0,1.38E-05,3.33E-06,1.11E-06
1007.5,4.66E-05,1.14E-06,2.88E-05,1.05E-05,0,0,0,1.19E-05,3.37E-06,1.12E-06
1010,4.86E-05,1.00E-08,2.67E-05,2.71E-06,0,0,0,9.96E-06,3.41E-06,1.13E-06
1012.5,4.94E-05,4.40E-06,3.56E-05,4.19E-06,0,0,0,1.05E-05,5.01E-06,3.11E-06
1015,5.02E-05,8.79E-06,4.44E-05,5.68E-06,0,0,0,1.11E-05,6.62E-06,5.08E-06
1017.5,5.09E-05,1.32E-05,5.32E-05,7.16E-06,0,0,0,1.17E-05,8.23E-06,7.05E-06
1020,5.17E-05,1.76E-05,6.21E-05,8.65E-06,0,0,0,1.22E-05,9.83E-06,9.03E-06
1022.5,4.60E-05,1.60E-05,4.87E-05,9.71E-06,0,0,0,9.17E-06,8.39E-06,6.94E-06
1025,4.03E-05,1.44E-05,3.54E-05,1.08E-05,0,0,0,6.12E-06,6.94E-06,4.85E-06
1027.5,3.46E-05,1.28E-05,2.20E-05,1.18E-05,0,0,0,3.06E-06,5.50E-06,2.76E-06
1030,2.89E-05,1.12E-05,8.68E-06,1.29E-05,0,0,0,1.00E-08,4.05E-06,6.73E-07
1032.5,3.63E-05,3.60E-05,7.34E-06,1.25E-05,0,0,0,2.11E-06,4.21E-06,3.42E-06
1035,4.37E-05,6.07E-05,6.01E-06,1.20E-05,0,0,0,4.21E-06,4.36E-06,6.16E-06
1037.5,5.10E-05,8.54E-05,4.67E-06,1.16E-05,0,0,0,6.31E-06,4.52E-06,8.91E-06
1040,5.84E-05,1.10E-04,3.34E-06,1.12E-05,0,0,0,8.41E-06,4.68E-06,1.17E-05
1042.5,4.89E-05,9.34E-05,8.57E-06,1.29E-05,0,0,0,1.46E-05,5.33E-06,1.06E-05
1045,3.93E-05,7.67E-05,1.38E-05,1.46E-05,0,0,0,2.08E-05,5.98E-06,9.59E-06
1047.5,2.98E-05,5.99E-05,1.90E-05,1.63E-05,0,0,0,2.70E-05,6.63E-06,8.56E-06
1050,2.02E-05,4.32E-05,2.43E-05,1.80E-05,0,0,0,3.31E-05,7.29E-06,7.53E-06
1052.5,1.83E-05,3.74E-05,3.87E-05,2.21E-05,0,0,0,2.49E-05,8.03E-06,7.74E-06
1055,1.65E-05,3.16E-05,5.32E-05,2.62E-05,0,0,0,1.66E-05,8.78E-06,7.95E-06
1057.5,1.46E-05,2.57E-05,6.77E-05,3.03E-05,0,0,0,8.29E-06,9.52E-06,8.15E-06
1060,1.28E-05,1.99E-05,8.21E-05,3.43E-05,0,0,0,1.01E-08,1.03E-05,8.36E-06
1062.5,5.04E-05,1.97E-05,6.65E-05,4.94E-05,0,0,0,3.61E-06,8.03E-06,1.01E-05
1065,8.79E-05,1.95E-05,5.09E-05,6.45E-05,0,0,0,7.20E-06,5.79E-06,1.18E-05
1067.5,1.25E-04,1.92E-05,3.52E-05,7.95E-05,0,0,0,1.08E-05,3.55E-06,1.35E-05
1070,1.63E-04,1.90E-05,1.96E-05,9.46E-05,0,0,0,1.44E-05,1.31E-06,1.52E-05
1072.5,1.48E-04,1.43E-05,2.28E-05,1.00E-04,0,0,0,1.40E-05,2.19E-06,1.19E-05
1075,1.32E-04,9.51E-06,2.59E-05,1.06E-04,0,0,0,1.36E-05,3.08E-06,8.54E-06
1077.5,1.17E-04,4.76E-06,2.91E-05,1.11E-04,0,0,0,1.31E-05,3.96E-06,5.21E-06
1080,1.01E-04,1.00E-08,3.23E-05,1.17E-04,0,0,0,1.27E-05,4.85E-06,1.88E-06
1082.5,7.58E-05,7.50E-09,2.42E-05,8.77E-05,0,0,0,9.54E-06,3.64E-06,1.41E-06
1085,5.05E-05,5.00E-09,1.62E-05,5.85E-05,0,0,0,6.36E-06,2.42E-06,9.39E-07
1087.5,2.53E-05,2.50E-09,8.08E-06,2.92E-05,0,0,0,3.18E-06,1.21E-06,4.70E-07
1090,2.25E-18,2.22E-22,7.18E-19,2.59E-18,0,0,0,2.81E-19,1.08E-19,4.19E-20
1092.5,0,0,0,0,0,0,0,0,0,0
1095,0,0,0,0,0,0,0,0,0,0
1097.5,0,0,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,0,0,0
1102.5,0,0,0,0,0,0,0,0,0,0
1105,0,0,0,0,0,0,0,0,0,0
1107.5,0,0,0,0,0,0,0,0,0,0
1110,0,0,0,0,0,0,0,0,0,0
1112.5,0,0,0,0,0,0,0,0,0,0
1115,0,0,0,0,0,0,0,0,0,0
1117.5,0,0,0,0,0,0,0,0,0,0
1120,0,0,0,0,0,0,0,0,0,0
1122.5,0,0,0,0,0,2.02E-07,1.08E-07,0,0,0
1125,0,0,0,0,0,4.04E-07,2.16E-07,0,0,0
1127.5,0,0,0,0,0,6.07E-07,3.23E-07,0,0,0
1130,0,0,0,0,0,8.09E-07,4.31E-07,0,0,0
1132.5,0,0,0,0,0,1.01E-06,5.39E-07,0,0,0
1135,0,0,0,0,0,1.21E-06,6.47E-07,0,0,0
1137.5,0,0,0,0,0,1.42E-06,7.55E-07,0,0,0
1140,0,0,0,0,0,1.62E-06,8.62E-07,0,0,0
1142.5,0,0,0,0,0,1.42E-06,7.95E-07,0,0,0
1145,0,0,0,0,0,1.22E-06,7.29E-07,0,0,0
1147.5,0,0,0,0,0,1.02E-06,6.62E-07,0,0,0
1150,0,0,0,0,0,8.25E-07,5.95E-07,0,0,0
1152.5,0,0,0,0,0,6.26E-07,5.28E-07,0,0,0
1155,0,0,0,0,0,4.28E-07,4.61E-07,0,0,0
1157.5,0,0,0,0,0,2.30E-07,3.94E-07,0,0,0
1160,0,0,0,0,0,3.19E-08,3.27E-07,0,0,0
1162.5,0,0,0,0,0,6.37E-07,3.90E-07,0,0,0
1165,0,0,0,0,0,1.24E-06,4.52E-07,0,0,0
1167.5,0,0,0,0,0,1.85E-06,5.14E-07,0,0,0
1170,0,0,0,0,0,2.45E-06,5.76E-07,0,0,0
1172.5,0,0,0,0,0,3.06E-06,6.39E-07,0,0,0
1175,0,0,0,0,0,3.66E-06,7.01E-07,0,0,0
1177.5,0,0,0,0,0,4.27E-06,7.63E-07,0,0,0
1180,0,0,0,0,0,4.87E-06,8.25E-07,0,0,0
1182.5,0,0,0,0,0,4.95E-06,7.29E-07,0,0,0
1185,0,0,0,0,0,5.02E-06,6.32E-07,0,0,0
1187.5,0,0,0,0,0,5.10E-06,5.36E-07,0,0,0
1190,0,0,0,0,0,5.18E-06,4.39E-07,0,0,0
1192.5,0,0,0,0,0,5.25E-06,3.42E-07,0,0,0
1195,0,0,0,0,0,5.33E-06,2.46E-07,0,0,0
1197.5,0,0,0,0,1.32E-06,5.40E-06,1.49E-07,0,0,0
1200,0,0,0,0,1.70E-04,5.48E-06,5.28E-08,0,0,0
1202.5,0,0,0,0,4.33E-04,1.02E-05,1.36E-07,0,0,0
1205,0,0,0,0,9.74E-04,1.48E-05,2.20E-07,0,0,0
1207.5,0,0,0,0,0.002146019,1.95E-05,3.04E-07,0,0,0
1210,0,0,0,0,0.004410106,2.42E-05,3.87E-07,0,0,0
1212.5,0,0,0,0,0.008594245,2.89E-05,4.71E-07,0,0,0
1215,0,0,0,0,0.015290234,3.35E-05,5.55E-07,0,0,0
1217.5,0,0,0,0,0.029379472,3.82E-05,6.38E-07,0,0,0
1220,0,0,0,0,0.053740334,4.29E-05,7.22E-07,0,0,0
1222.5,0,0,0,0,0.100646292,7.31E-05,7.54E-07,0,0,0
1225,0,0,0,0,0.188366589,1.03E-04,7.87E-07,0,0,0
1227.5,0,0,0,0,0.324765861,1.33E-04,8.19E-07,0,0,0
1230,0,0,0,0,0.495584061,1.64E-04,8.52E-07,0,0,0
1232.5,0,0,0,0,0.688377299,1.94E-04,8.84E-07,0,0,0
1235,0,0,0,0,0.83536368,2.24E-04,9.17E-07,0,0,0
1237.5,0,0,0,0,0.940504794,2.54E-04,9.49E-07,0,0,0
1240,0,0,0,0,0.984775681,2.84E-04,9.82E-07,0,0,0
1242.5,0,0,0,0,0.995752006,2.88E-04,1.07E-06,0,0,0
1245,0,0,0,0,0.970050132,2.92E-04,1.15E-06,0,0,0
1247.5,0,0,0,0,0.87720944,2.95E-04,1.24E-06,0,0,0
1250,0,0,0,0,0.745692271,2.99E-04,1.33E-06,0,0,0
1252.5,0,0,0,0,0.548847273,3.02E-04,1.41E-06,0,0,0
1255,0,0,0,0,0.330794128,3.06E-04,1.50E-06,0,0,0
1257.5,0,0,0,0,0.197137292,3.09E-04,1.58E-06,0,0,0
1260,0,0,0,0,0.101856225,3.13E-04,1.67E-06,0,0,0
1262.5,0,0,0,0,0.053013147,5.16E-04,1.58E-06,0,0,0
1265,0,0,0,0,0.034322744,7.20E-04,1.49E-06,0,0,0
1267.5,0,0,0,0,0.018940241,9.23E-04,1.40E-06,0,0,0
1270,0,0,0,0,0.012065678,0.001126139,1.31E-06,0,0,0
1272.5,0,0,0,0,0.009087394,0.001329434,1.21E-06,0,0,0
1275,0,0,0,0,0.007147329,0.001532729,1.12E-06,0,0,0
1277.5,0,0,0,0,0.005207265,0.001736025,1.03E-06,0,0,0
1280,0,0,0,0,0.0032672,0.00193932,9.41E-07,0,0,0
1282.5,0,0,0,0,0.002885931,0.001773233,8.34E-07,0,0,0
1285,0,0,0,0,0.002504662,0.001607146,7.28E-07,0,0,0
1287.5,0,0,0,0,0.002123393,0.001441059,6.21E-07,0,0,0
1290,0,0,0,0,0.001742124,0.001274973,5.14E-07,0,0,0
1292.5,0,0,0,0,0.001360855,0.001108886,4.07E-07,0,0,0
1295,0,0,0,0,9.80E-04,9.43E-04,3.00E-07,0,0,0
1297.5,0,0,0,0,5.98E-04,7.77E-04,1.93E-07,0,0,0
1300,0,0,0,0,2.17E-04,6.11E-04,8.66E-08,0,0,0
1302.5,0,0,0,0,1.90E-04,5.34E-04,9.68E-08,0,0,0
1305,0,0,0,0,1.63E-04,4.58E-04,1.07E-07,0,0,0
1307.5,0,0,0,0,1.36E-04,3.82E-04,1.17E-07,0,0,0
1310,0,0,0,0,1.10E-04,3.06E-04,1.27E-07,0,0,0
1312.5,0,0,0,0,8.27E-05,2.30E-04,1.37E-07,0,0,0
1315,0,0,0,0,5.59E-05,1.53E-04,1.48E-07,0,0,0
1317.5,0,0,0,0,2.90E-05,7.71E-05,1.58E-07,0,0,0
1320,0,0,0,0,2.16E-06,8.56E-07,1.68E-07,0,0,0
1322.5,0,0,0,0,2.37E-06,8.85E-07,2.02E-07,0,0,0
1325,0,0,0,0,2.59E-06,9.17E-07,2.35E-07,0,0,0
1327.5,0,0,0,0,2.81E-06,9.49E-07,2.69E-07,0,0,0
1330,0,0,0,0,3.02E-06,9.81E-07,3.03E-07,0,0,0
1332.5,0,0,0,0,3.24E-06,1.01E-06,3.37E-07,0,0,0
1335,0,0,0,0,3.46E-06,1.04E-06,3.70E-07,0,0,0
1337.5,0,0,0,0,3.67E-06,1.08E-06,4.04E-07,0,0,0
1340,0,0,0,0,3.89E-06,1.11E-06,4.38E-07,0,0,0
1342.5,0,0,0,0,4.10E-06,1.13E-06,5.98E-07,0,0,0
1345,0,0,0,0,4.31E-06,1.16E-06,7.59E-07,0,0,0
1347.5,0,0,0,0,4.53E-06,1.19E-06,9.19E-07,0,0,0
1350,0,0,0,0,4.74E-06,1.21E-06,1.08E-06,0,0,0
1352.5,0,0,0,0,4.95E-06,1.24E-06,1.24E-06,0,0,0
1355,0,0,0,0,5.17E-06,1.26E-06,1.40E-06,0,0,0
1357.5,0,0,0,0,5.38E-06,1.29E-06,1.56E-06,0,0,0
1360,0,0,0,0,5.59E-06,1.32E-06,1.72E-06,0,0,0
1362.5,0,0,0,0,5.43E-06,1.37E-06,1.68E-06,0,0,0
1365,0,0,0,0,5.26E-06,1.43E-06,1.64E-06,0,0,0
1367.5,0,0,0,0,5.10E-06,1.49E-06,1.60E-06,0,0,0
1370,0,0,0,0,4.93E-06,1.54E-06,1.56E-06,0,0,0
1372.5,0,0,0,0,4.77E-06,1.60E-06,1.52E-06,0,0,0
1375,0,0,0,0,4.60E-06,1.66E-06,1.48E-06,0,0,0
1377.5,0,0,0,0,4.43E-06,1.72E-06,1.44E-06,0,0,0
1380,0,0,0,0,4.27E-06,1.77E-06,1.40E-06,0,0,0
1382.5,0,0,0,0,3.84E-06,1.64E-06,1.32E-06,0,0,0
1385,0,0,0,0,3.42E-06,1.51E-06,1.24E-06,0,0,0
1387.5,0,0,0,0,2.99E-06,1.38E-06,1.16E-06,0,0,0
1390,0,0,0,0,2.57E-06,1.25E-06,1.08E-06,0,0,0
1392.5,0,0,0,0,2.14E-06,1.12E-06,9.97E-07,0,0,0
1395,0,0,0,0,1.72E-06,9.89E-07,9.17E-07,0,0,0
1397.5,0,0,0,0,1.29E-06,8.58E-07,8.36E-07,0,0,0
1400,0,0,0,0,8.68E-07,7.28E-07,7.56E-07,0,0,0
1402.5,0,0,0,0,3.86E-06,1.45E-06,6.89E-07,0,0,0
1405,0,0,0,0,6.85E-06,2.17E-06,6.23E-07,0,0,0
1407.5,0,0,0,0,9.84E-06,2.89E-06,5.57E-07,0,0,0
1410,0,0,0,0,1.28E-05,3.61E-06,4.91E-07,0,0,0
1412.5,0,0,0,0,1.58E-05,4.33E-06,4.25E-07,0,0,0
1415,0,0,0,0,1.88E-05,5.05E-06,3.59E-07,0,0,0
1417.5,0,0,0,0,2.18E-05,5.77E-06,2.93E-07,0,0,0
1420,0,0,0,0,2.48E-05,6.49E-06,2.27E-07,0,0,0
1422.5,0,0,0,0,3.14E-05,8.68E-06,2.83E-07,0,0,0
1425,0,0,0,0,3.80E-05,1.09E-05,3.40E-07,0,0,0
1427.5,0,0,0,0,4.46E-05,1.30E-05,3.97E-07,0,0,0
1430,0,0,0,0,5.12E-05,1.52E-05,4.54E-07,0,0,0
1432.5,0,0,0,0,5.79E-05,1.74E-05,5.11E-07,0,0,0
1435,0,0,0,0,6.45E-05,1.96E-05,5.68E-07,0,0,0
1437.5,0,0,0,0,7.11E-05,2.18E-05,6.25E-07,0,0,0
1440,0,0,0,0,7.77E-05,2.40E-05,6.82E-07,0,0,0
1442.5,0,0,0,0,7.48E-05,3.48E-05,6.40E-07,0,0,0
1445,0,0,0,0,7.20E-05,4.56E-05,5.99E-07,0,0,0
1447.5,0,0,0,0,6.92E-05,5.64E-05,5.57E-07,0,0,0
1450,0,0,0,0,6.63E-05,6.72E-05,5.16E-07,0,0,0
1452.5,0,0,0,0,6.35E-05,7.80E-05,4.74E-07,0,0,0
1455,0,0,0,0,6.06E-05,8.88E-05,4.32E-07,0,0,0
1457.5,0,0,0,0,5.78E-05,9.96E-05,3.91E-07,0,0,0
1460,0,0,0,0,5.49E-05,1.10E-04,3.49E-07,0,0,0
1462.5,0,0,0,0,5.18E-05,1.13E-04,3.93E-07,0,0,0
1465,0,0,0,0,4.86E-05,1.15E-04,4.38E-07,0,0,0
1467.5,0,0,0,0,4.55E-05,1.17E-04,4.82E-07,0,0,0
1470,0,0,0,0,4.24E-05,1.20E-04,5.26E-07,0,0,0
1472.5,0,0,0,0,3.92E-05,1.22E-04,5.71E-07,0,0,0
1475,0,0,0,0,3.61E-05,1.24E-04,6.15E-07,0,0,0
1477.5,0,0,0,0,3.30E-05,1.27E-04,6.59E-07,0,0,0
1480,0,0,0,0,2.98E-05,1.29E-04,7.04E-07,0,0,0
1482.5,0,0,0,0,2.98E-05,1.31E-04,6.48E-07,0,0,0
1485,0,0,0,0,2.97E-05,1.34E-04,5.93E-07,0,0,0
1487.5,0,0,0,0,2.96E-05,1.36E-04,5.37E-07,0,0,0
1490,0,0,0,0,2.96E-05,1.39E-04,4.81E-07,0,0,0
1492.5,0,0,0,0,2.95E-05,1.41E-04,4.26E-07,0,0,0
1495,0,0,0,0,2.94E-05,1.43E-04,3.70E-07,0,0,0
1497.5,0,0,0,0,2.93E-05,1.46E-04,3.15E-07,0,0,0
1500,0,0,0,0,2.93E-05,1.48E-04,2.59E-07,0,0,0
1502.5,0,0,0,0,2.89E-05,1.50E-04,2.99E-07,0,0,0
1505,0,0,0,0,2.86E-05,1.53E-04,3.39E-07,0,0,0
1507.5,0,0,0,0,2.83E-05,1.55E-04,3.79E-07,0,0,0
1510,0,0,0,0,2.79E-05,1.57E-04,4.19E-07,0,0,0
1512.5,0,0,0,0,2.76E-05,1.60E-04,4.59E-07,0,0,0
1515,0,0,0,0,2.72E-05,1.62E-04,4.99E-07,0,0,0
1517.5,0,0,0,0,2.69E-05,1.64E-04,5.38E-07,0,0,0
1520,0,0,0,0,2.66E-05,1.67E-04,5.78E-07,0,0,0
1522.5,0,0,0,0,2.77E-05,1.69E-04,5.76E-07,0,0,0
1525,0,0,0,0,2.89E-05,1.71E-04,5.73E-07,0,0,0
1527.5,0,0,0,0,3.00E-05,1.74E-04,5.71E-07,0,0,0
1530,0,0,0,0,3.11E-05,1.76E-04,5.68E-07,0,0,0
1532.5,0,0,0,0,3.23E-05,1.78E-04,5.66E-07,0,0,0
1535,0,0,0,0,3.34E-05,1.81E-04,5.63E-07,0,0,0
1537.5,0,0,0,0,3.46E-05,1.83E-04,5.61E-07,0,0,0
1540,0,0,0,0,3.57E-05,1.85E-04,5.58E-07,0,0,0
1542.5,0,0,0,0,6.05E-05,1.88E-04,5.10E-07,0,0,0
1545,0,0,0,0,8.54E-05,1.90E-04,4.61E-07,0,0,0
1547.5,0,0,0,0,1.10E-04,1.92E-04,4.12E-07,0,0,0
1550,0,0,0,0,1.35E-04,1.95E-04,3.64E-07,0,0,0
1552.5,0,0,0,0,1.60E-04,1.97E-04,3.15E-07,0,0,0
1555,0,0,0,0,1.85E-04,1.99E-04,2.66E-07,0,0,0
1557.5,0,0,0,0,2.10E-04,2.02E-04,2.17E-07,0,0,0
1560,0,0,0,0,2.34E-04,2.04E-04,1.69E-07,0,0,0
1562.5,0,0,0,0,2.14E-04,2.06E-04,2.77E-07,0,0,0
1565,0,0,0,0,1.94E-04,2.09E-04,3.84E-07,0,0,0
1567.5,0,0,0,0,1.74E-04,2.11E-04,4.92E-07,0,0,0
1570,0,0,0,0,1.54E-04,2.13E-04,6.00E-07,0,0,0
1572.5,0,0,0,0,1.34E-04,2.16E-04,7.07E-07,0,0,0
1575,0,0,0,0,1.14E-04,2.18E-04,8.15E-07,0,0,0
1577.5,0,0,0,0,9.37E-05,2.58E-04,9.23E-07,0,0,0
1580,0,0,0,0,7.36E-05,5.26E-04,1.03E-06,0,0,0
1582.5,0,0,0,0,8.98E-05,9.79E-04,1.22E-06,0,0,0
1585,0,0,0,0,1.06E-04,0.001675287,1.40E-06,0,0,0
1587.5,0,0,0,0,1.22E-04,0.002587819,1.59E-06,0,0,0
1590,0,0,0,0,1.38E-04,0.003974338,1.77E-06,0,0,0
1592.5,0,0,0,0,1.55E-04,0.006272777,1.96E-06,0,0,0
1595,0,0,0,0,1.71E-04,0.009686187,2.14E-06,0,0,0
1597.5,0,0,0,0,1.87E-04,0.016000869,2.33E-06,0,0,0
1600,0,0,0,0,2.03E-04,0.026561874,2.51E-06,0,0,0
1602.5,0,0,0,0,2.84E-04,0.046421791,7.44E-06,0,0,0
1605,0,0,0,0,3.66E-04,0.083056033,1.24E-05,0,0,0
1607.5,0,0,0,0,4.47E-04,0.150115711,1.73E-05,0,0,0
1610,0,0,0,0,5.29E-04,0.254133433,2.22E-05,0,0,0
1612.5,0,0,0,0,6.10E-04,0.390032243,2.72E-05,0,0,0
1615,0,0,0,0,6.91E-04,0.548637048,3.21E-05,0,0,0
1617.5,0,0,0,0,7.73E-04,0.727019768,3.70E-05,0,0,0
1620,0,0,0,0,8.54E-04,0.888220257,4.19E-05,0,0,0
1622.5,0,0,0,0,7.98E-04,0.979884355,3.90E-05,0,0,0
1625,0,0,0,0,7.42E-04,0.99741137,3.61E-05,0,0,0
1627.5,0,0,0,0,6.85E-04,0.999569462,3.32E-05,0,0,0
1630,0,0,0,0,6.29E-04,0.993298646,3.02E-05,0,0,0
1632.5,0,0,0,0,5.73E-04,0.961905645,2.73E-05,0,0,0
1635,0,0,0,0,5.16E-04,0.893911096,2.44E-05,0,0,0
1637.5,0,0,0,0,4.60E-04,0.776083753,2.15E-05,0,0,0
1640,0,0,0,0,4.04E-04,0.625783599,1.85E-05,0,0,0
1642.5,0,0,0,0,3.72E-04,0.471383345,1.64E-05,0,0,0
1645,0,0,0,0,3.41E-04,0.334865303,1.42E-05,0,0,0
1647.5,0,0,0,0,3.09E-04,0.207333531,1.20E-05,0,0,0
1650,0,0,0,0,2.77E-04,0.105596863,9.80E-06,0,0,0
1652.5,0,0,0,0,2.46E-04,0.059576258,7.61E-06,0,0,0
1655,0,0,0,0,2.14E-04,0.038192754,5.42E-06,0,0,0
1657.5,0,0,0,0,1.82E-04,0.023334337,3.24E-06,0,0,0
1660,0,0,0,0,1.51E-04,0.012082726,1.05E-06,0,0,0
1662.5,0,0,0,0,1.64E-04,0.006355881,9.44E-07,0,0,0
1665,0,0,0,0,1.77E-04,0.003969008,8.34E-07,0,0,0
1667.5,0,0,0,0,1.90E-04,0.002774707,7.23E-07,0,0,0
1670,0,0,0,0,2.04E-04,0.001751786,6.13E-07,0,0,0
1672.5,0,0,0,0,2.17E-04,6.96E-04,5.03E-07,0,0,0
1675,0,0,0,0,2.30E-04,1.70E-04,3.93E-07,0,0,0
1677.5,0,0,0,0,2.43E-04,1.71E-04,2.82E-07,0,0,0
1680,0,0,0,0,2.57E-04,1.71E-04,1.72E-07,0,0,0
1682.5,0,0,0,0,2.38E-04,1.72E-04,1.62E-07,0,0,0
1685,0,0,0,0,2.19E-04,1.73E-04,1.51E-07,0,0,0
1687.5,0,0,0,0,2.00E-04,1.73E-04,1.41E-07,0,0,0
1690,0,0,0,0,1.81E-04,1.74E-04,1.30E-07,0,0,0
1692.5,0,0,0,0,1.63E-04,1.74E-04,1.20E-07,0,0,0
1695,0,0,0,0,1.44E-04,1.75E-04,1.09E-07,0,0,0
1697.5,0,0,0,0,1.25E-04,1.76E-04,9.87E-08,0,0,0
1700,0,0,0,0,1.06E-04,1.76E-04,8.82E-08,0,0,0
1702.5,0,0,0,0,1.09E-04,1.65E-04,1.87E-07,0,0,0
1705,0,0,0,0,1.13E-04,1.54E-04,2.86E-07,0,0,0
1707.5,0,0,0,0,1.16E-04,1.43E-04,3.85E-07,0,0,0
1710,0,0,0,0,1.19E-04,1.32E-04,4.84E-07,0,0,0
1712.5,0,0,0,0,1.22E-04,1.21E-04,5.83E-07,0,0,0
1715,0,0,0,0,1.25E-04,1.10E-04,6.82E-07,0,0,0
1717.5,0,0,0,0,1.29E-04,9.92E-05,7.81E-07,0,0,0
1720,0,0,0,0,1.32E-04,8.82E-05,8.80E-07,0,0,0
1722.5,0,0,0,0,1.41E-04,8.45E-05,8.68E-07,0,0,0
1725,0,0,0,0,1.50E-04,8.09E-05,8.55E-07,0,0,0
1727.5,0,0,0,0,1.58E-04,7.72E-05,8.42E-07,0,0,0
1730,0,0,0,0,1.67E-04,7.35E-05,8.30E-07,0,0,0
1732.5,0,0,0,0,1.76E-04,6.98E-05,8.17E-07,0,0,0
1735,0,0,0,0,1.85E-04,6.62E-05,8.04E-07,0,0,0
1737.5,0,0,0,0,1.94E-04,6.25E-05,7.92E-07,0,0,0
1740,0,0,0,0,2.03E-04,5.88E-05,7.79E-07,0,0,0
1742.5,0,0,0,0,1.92E-04,5.70E-05,9.69E-07,0,0,0
1745,0,0,0,0,1.81E-04,5.53E-05,1.16E-06,0,0,0
1747.5,0,0,0,0,1.70E-04,5.35E-05,1.35E-06,0,0,0
1750,0,0,0,0,1.59E-04,5.17E-05,1.54E-06,0,0,0
1752.5,0,0,0,0,1.48E-04,5.00E-05,1.73E-06,0,0,0
1755,0,0,0,0,1.37E-04,4.82E-05,1.92E-06,0,0,0
1757.5,0,0,0,0,1.26E-04,4.64E-05,2.11E-06,0,0,0
1760,0,0,0,0,1.15E-04,4.47E-05,2.30E-06,0,0,0
1762.5,0,0,0,0,1.15E-04,4.33E-05,2.32E-06,0,0,0
1765,0,0,0,0,1.14E-04,4.19E-05,2.33E-06,0,0,0
1767.5,0,0,0,0,1.13E-04,4.05E-05,2.35E-06,0,0,0
1770,0,0,0,0,1.13E-04,3.92E-05,2.36E-06,0,0,0
1772.5,0,0,0,0,1.12E-04,3.78E-05,2.38E-06,0,0,0
1775,0,0,0,0,1.12E-04,3.64E-05,2.39E-06,0,0,0
1777.5,0,0,0,0,1.11E-04,3.51E-05,2.41E-06,0,0,0
1780,0,0,0,0,1.11E-04,3.37E-05,2.43E-06,0,0,0
1782.5,0,0,0,0,1.05E-04,3.24E-05,2.34E-06,0,0,0
1785,0,0,0,0,9.93E-05,3.10E-05,2.25E-06,0,0,0
1787.5,0,0,0,0,9.36E-05,2.97E-05,2.16E-06,0,0,0
1790,0,0,0,0,8.79E-05,2.84E-05,2.07E-06,0,0,0
1792.5,0,0,0,0,8.22E-05,2.71E-05,1.98E-06,0,0,0
1795,0,0,0,0,7.65E-05,2.57E-05,1.89E-06,0,0,0
1797.5,0,0,0,0,7.09E-05,2.44E-05,1.80E-06,0,0,0
1800,0,0,0,0,6.52E-05,2.31E-05,1.71E-06,0,0,0
1802.5,0,0,0,0,6.16E-05,2.19E-05,3.68E-06,0,0,0
1805,0,0,0,0,5.81E-05,2.06E-05,5.65E-06,0,0,0
1807.5,0,0,0,0,5.46E-05,1.94E-05,7.61E-06,0,0,0
1810,0,0,0,0,5.10E-05,1.82E-05,9.58E-06,0,0,0
1812.5,0,0,0,0,4.75E-05,1.69E-05,1.15E-05,0,0,0
1815,0,0,0,0,4.40E-05,1.57E-05,1.35E-05,0,0,0
1817.5,0,0,0,0,4.04E-05,1.44E-05,1.55E-05,0,0,0
